FID,x,y,lineament_dens,drainage_dens,curah_hujan,litologi,slope,elevasi,potensi
953,108.1676,-7.29044,0.013443,109.9761,350,Breksi_Gunung_Api,1,7,Baik
954,108.1726,-7.29044,0.013443,109.9761,350,Breksi_Gunung_Api,1,7,Baik
955,108.1776,-7.29044,0.013443,129.9717,350,Breksi_Gunung_Api,1,7,Baik
956,108.1826,-7.29044,0.013443,129.9717,350,Breksi_Gunung_Api,1,7,Baik
957,108.1876,-7.29044,0.04033,129.9717,350,Breksi_Gunung_Api,2,7,Baik
958,108.1926,-7.29044,0.04033,129.9717,350,Breksi_Gunung_Api,1,6,Baik
959,108.1976,-7.29044,0.067216,149.9673,350,Breksi_Gunung_Api,2,6,Baik
960,108.2027,-7.29044,0.12099,149.9673,350,Breksi_Gunung_Api,1,6,Baik
961,108.2077,-7.29044,0.147876,149.9673,350,Breksi_Gunung_Api,1,6,Baik
962,108.2127,-7.29044,0.174763,169.963,350,Breksi_dan_Piroklastik_Muda,1,6,Buruk
963,108.2177,-7.29044,0.228536,169.963,350,Breksi_dan_Piroklastik_Muda,1,6,Buruk
964,108.2627,-7.29044,0.470515,249.9456,350,Breksi_dan_Piroklastik_Tua,2,6,Buruk
965,108.2678,-7.29044,0.470515,249.9456,350,Breksi_dan_Piroklastik_Tua,3,6,Buruk
966,108.2728,-7.29044,0.470515,249.9456,350,Breksi_dan_Piroklastik_Tua,3,7,Buruk
967,108.2778,-7.29044,0.470515,249.9456,350,Breksi_dan_Piroklastik_Tua,3,6,Buruk
968,108.2828,-7.29044,0.470515,249.9456,350,Breksi_dan_Piroklastik_Tua,2,6,Buruk
969,108.2878,-7.29044,0.470515,229.9499,350,Breksi_dan_Piroklastik_Tua,2,6,Buruk
970,108.3078,-7.29044,0.416742,189.9586,350,Breksi_dan_Piroklastik_Tua,1,5,Baik
971,108.3128,-7.29044,0.389855,189.9586,350,Breksi_dan_Piroklastik_Tua,2,5,Baik
972,108.3479,-7.29044,0.282309,169.963,350,Breksi_dan_Piroklastik_Tua,2,4,Buruk
973,108.3529,-7.29044,0.255422,169.963,350,Breksi_dan_Piroklastik_Tua,3,4,Buruk
974,108.1275,-7.28677,0.04033,209.9543,350,Breksi_dan_Piroklastik_Muda,2,8,Baik
975,108.1325,-7.28677,0.04033,189.9586,350,Breksi_dan_Piroklastik_Muda,2,8,Baik
976,108.1626,-7.28677,0.013443,109.9761,350,Breksi_Gunung_Api,1,7,Baik
977,108.1676,-7.28677,0.013443,109.9761,350,Breksi_Gunung_Api,2,7,Baik
978,108.1726,-7.28677,0.013443,109.9761,350,Breksi_Gunung_Api,1,7,Baik
979,108.1776,-7.28677,0.013443,129.9717,350,Breksi_Gunung_Api,1,7,Baik
980,108.1826,-7.28677,0.013443,129.9717,350,Breksi_Gunung_Api,1,7,Baik
981,108.1876,-7.28677,0.04033,129.9717,350,Breksi_Gunung_Api,2,7,Baik
982,108.1926,-7.28677,0.067216,149.9673,350,Breksi_Gunung_Api,1,6,Baik
983,108.1976,-7.28677,0.094103,149.9673,350,Breksi_Gunung_Api,2,6,Baik
984,108.2027,-7.28677,0.12099,149.9673,350,Breksi_Gunung_Api,1,6,Baik
985,108.2077,-7.28677,0.174763,169.963,350,Breksi_dan_Piroklastik_Muda,1,6,Buruk
986,108.2127,-7.28677,0.201649,169.963,350,Breksi_dan_Piroklastik_Muda,1,6,Buruk
987,108.2627,-7.28677,0.470515,249.9456,350,Breksi_dan_Piroklastik_Tua,3,6,Buruk
988,108.2678,-7.28677,0.470515,249.9456,350,Breksi_dan_Piroklastik_Tua,3,6,Buruk
989,108.2728,-7.28677,0.470515,249.9456,350,Breksi_dan_Piroklastik_Tua,3,7,Buruk
990,108.2778,-7.28677,0.470515,249.9456,350,Breksi_dan_Piroklastik_Tua,3,6,Buruk
991,108.2828,-7.28677,0.470515,249.9456,350,Breksi_dan_Piroklastik_Tua,3,6,Buruk
992,108.2878,-7.28677,0.470515,249.9456,350,Breksi_dan_Piroklastik_Tua,3,6,Buruk
993,108.2928,-7.28677,0.470515,229.9499,350,Breksi_dan_Piroklastik_Tua,2,6,Buruk
994,108.3078,-7.28677,0.416742,209.9543,350,Breksi_dan_Piroklastik_Tua,1,5,Baik
995,108.3128,-7.28677,0.389855,209.9543,350,Breksi_dan_Piroklastik_Tua,1,5,Baik
996,108.3429,-7.28677,0.282309,169.963,350,Breksi_dan_Piroklastik_Tua,2,4,Buruk
997,108.3479,-7.28677,0.282309,169.963,350,Breksi_dan_Piroklastik_Tua,2,4,Buruk
998,108.3529,-7.28677,0.255422,189.9586,350,Breksi_dan_Piroklastik_Tua,3,4,Buruk
999,108.1275,-7.2831,0.04033,209.9543,350,Breksi_dan_Piroklastik_Muda,1,8,Buruk
1000,108.1325,-7.2831,0.04033,189.9586,350,Breksi_Gunung_Api,2,8,Buruk
1001,108.1375,-7.2831,0.04033,169.963,350,Breksi_Gunung_Api,2,8,Buruk
1002,108.1626,-7.2831,0.013443,109.9761,350,Breksi_Gunung_Api,1,7,Baik
1003,108.1676,-7.2831,0.013443,109.9761,350,Breksi_Gunung_Api,1,7,Baik
1004,108.1826,-7.2831,0.04033,129.9717,350,Breksi_Gunung_Api,2,7,Baik
1005,108.1876,-7.2831,0.067216,149.9673,350,Breksi_Gunung_Api,1,7,Baik
1006,108.1926,-7.2831,0.094103,149.9673,350,Breksi_Gunung_Api,1,6,Baik
1007,108.1976,-7.2831,0.12099,149.9673,350,Breksi_Gunung_Api,1,6,Baik
1008,108.2027,-7.2831,0.174763,169.963,350,Breksi_dan_Piroklastik_Muda,1,6,Buruk
1009,108.2077,-7.2831,0.201649,169.963,350,Breksi_dan_Piroklastik_Muda,1,6,Buruk
1010,108.2127,-7.2831,0.255422,169.963,350,Breksi_dan_Piroklastik_Tua,1,6,Buruk
1011,108.2577,-7.2831,0.470515,249.9456,350,Breksi_dan_Piroklastik_Tua,3,6,Buruk
1012,108.2627,-7.2831,0.470515,269.9412,350,Breksi_dan_Piroklastik_Tua,3,7,Buruk
1013,108.2678,-7.2831,0.470515,269.9412,350,Breksi_dan_Piroklastik_Tua,3,7,Buruk
1014,108.2728,-7.2831,0.470515,269.9412,350,Breksi_dan_Piroklastik_Tua,3,7,Buruk
1015,108.2778,-7.2831,0.470515,269.9412,350,Breksi_dan_Piroklastik_Tua,3,7,Buruk
1016,108.2828,-7.2831,0.470515,269.9412,350,Breksi_dan_Piroklastik_Tua,3,7,Buruk
1017,108.2878,-7.2831,0.470515,249.9456,350,Breksi_dan_Piroklastik_Tua,3,6,Buruk
1018,108.2928,-7.2831,0.470515,249.9456,350,Breksi_dan_Piroklastik_Tua,2,7,Buruk
1019,108.3028,-7.2831,0.443628,229.9499,350,Breksi_dan_Piroklastik_Tua,1,6,Baik
1020,108.3078,-7.2831,0.416742,229.9499,350,Breksi_dan_Piroklastik_Tua,1,5,Baik
1021,108.3128,-7.2831,0.389855,209.9543,350,Breksi_dan_Piroklastik_Tua,2,5,Baik
1022,108.3429,-7.2831,0.282309,189.9586,350,Breksi_dan_Piroklastik_Tua,2,4,Buruk
1023,108.3479,-7.2831,0.282309,189.9586,350,Breksi_dan_Piroklastik_Tua,2,5,Buruk
1024,108.3529,-7.2831,0.255422,189.9586,350,Breksi_dan_Piroklastik_Tua,2,4,Buruk
1025,108.1275,-7.27944,0.067216,209.9543,350,Breksi_dan_Piroklastik_Muda,1,8,Buruk
1026,108.1325,-7.27944,0.067216,209.9543,350,Breksi_Gunung_Api,1,8,Buruk
1027,108.1375,-7.27944,0.067216,189.9586,350,Breksi_Gunung_Api,2,8,Buruk
1028,108.1826,-7.27944,0.04033,149.9673,350,Breksi_Gunung_Api,1,7,Baik
1029,108.1876,-7.27944,0.067216,149.9673,350,Breksi_Gunung_Api,1,7,Baik
1030,108.1926,-7.27944,0.094103,149.9673,350,Breksi_Gunung_Api,1,6,Baik
1031,108.1976,-7.27944,0.147876,169.963,350,Breksi_dan_Piroklastik_Muda,1,6,Buruk
1032,108.2027,-7.27944,0.201649,169.963,350,Breksi_dan_Piroklastik_Muda,1,6,Buruk
1033,108.2077,-7.27944,0.228536,169.963,350,Breksi_dan_Piroklastik_Muda,1,6,Buruk
1034,108.2577,-7.27944,0.470515,269.9412,350,Breksi_dan_Piroklastik_Tua,2,7,Buruk
1035,108.2627,-7.27944,0.470515,269.9412,350,Breksi_dan_Piroklastik_Tua,2,7,Buruk
1036,108.2678,-7.27944,0.470515,269.9412,350,Breksi_dan_Piroklastik_Tua,3,7,Buruk
1037,108.2728,-7.27944,0.470515,289.9369,350,Breksi_dan_Piroklastik_Tua,3,8,Buruk
1038,108.2778,-7.27944,0.470515,269.9412,350,Breksi_dan_Piroklastik_Tua,3,8,Buruk
1039,108.2828,-7.27944,0.470515,269.9412,350,Breksi_dan_Piroklastik_Tua,3,7,Buruk
1040,108.2878,-7.27944,0.470515,269.9412,350,Breksi_dan_Piroklastik_Tua,3,7,Buruk
1041,108.2928,-7.27944,0.470515,269.9412,350,Breksi_dan_Piroklastik_Tua,2,7,Buruk
1042,108.3078,-7.27944,0.416742,229.9499,350,Breksi_dan_Piroklastik_Tua,2,6,Baik
1043,108.3128,-7.27944,0.416742,229.9499,350,Breksi_dan_Piroklastik_Tua,1,6,Baik
1044,108.3379,-7.27944,0.309195,209.9543,350,Breksi_dan_Piroklastik_Tua,2,5,Buruk
1045,108.3429,-7.27944,0.282309,209.9543,350,Breksi_dan_Piroklastik_Tua,2,5,Buruk
1046,108.3479,-7.27944,0.255422,209.9543,350,Breksi_dan_Piroklastik_Tua,2,5,Buruk
1047,108.3529,-7.27944,0.255422,209.9543,350,Breksi_dan_Piroklastik_Tua,1,4,Buruk
1048,108.1275,-7.27576,0.094103,229.9499,350,Breksi_Gunung_Api,2,8,Buruk
1049,108.1325,-7.27576,0.094103,209.9543,350,Breksi_Gunung_Api,1,8,Buruk
1050,108.1375,-7.27576,0.094103,189.9586,350,Breksi_Gunung_Api,2,8,Buruk
1051,108.1826,-7.27576,0.067216,149.9673,350,Breksi_dan_Piroklastik_Muda,2,7,Baik
1052,108.1876,-7.27576,0.094103,149.9673,350,Breksi_dan_Piroklastik_Muda,1,7,Baik
1053,108.1926,-7.27576,0.12099,169.963,350,Breksi_dan_Piroklastik_Muda,1,6,Baik
1054,108.1976,-7.27576,0.174763,169.963,350,Breksi_dan_Piroklastik_Muda,1,6,Buruk
1055,108.2027,-7.27576,0.228536,169.963,350,Breksi_dan_Piroklastik_Muda,2,6,Buruk
1056,108.2077,-7.27576,0.282309,169.963,350,Breksi_dan_Piroklastik_Tua,2,6,Buruk
1057,108.2577,-7.27576,0.497401,269.9412,350,Breksi_dan_Piroklastik_Tua,2,7,Buruk
1058,108.2627,-7.27576,0.497401,289.9369,350,Breksi_dan_Piroklastik_Tua,3,8,Buruk
1059,108.2678,-7.27576,0.497401,289.9369,350,Breksi_dan_Piroklastik_Tua,3,8,Buruk
1060,108.2728,-7.27576,0.497401,289.9369,350,Breksi_dan_Piroklastik_Tua,2,8,Buruk
1061,108.2778,-7.27576,0.497401,289.9369,350,Breksi_dan_Piroklastik_Tua,1,8,Buruk
1062,108.2828,-7.27576,0.497401,289.9369,350,Breksi_dan_Piroklastik_Tua,4,8,Buruk
1063,108.2878,-7.27576,0.497401,269.9412,350,Breksi_dan_Piroklastik_Tua,3,7,Buruk
1064,108.2928,-7.27576,0.497401,269.9412,350,Breksi_dan_Piroklastik_Tua,3,7,Buruk
1065,108.2978,-7.27576,0.470515,249.9456,350,Breksi_dan_Piroklastik_Tua,3,6,Buruk
1066,108.3078,-7.27576,0.443628,249.9456,350,Breksi_dan_Piroklastik_Tua,2,6,Baik
1067,108.3128,-7.27576,0.416742,229.9499,350,Breksi_dan_Piroklastik_Tua,2,6,Baik
1068,108.3329,-7.27576,0.309195,209.9543,350,Breksi_dan_Piroklastik_Tua,2,5,Buruk
1069,108.3379,-7.27576,0.282309,209.9543,350,Breksi_dan_Piroklastik_Tua,1,5,Buruk
1070,108.3379,-7.27576,0.282309,209.9543,350,Breksi_dan_Piroklastik_Tua,1,5,Buruk
1071,108.3429,-7.27576,0.282309,209.9543,350,Breksi_dan_Piroklastik_Tua,2,5,Buruk
1072,108.3479,-7.27576,0.255422,229.9499,350,Breksi_dan_Piroklastik_Tua,2,4,Buruk
1073,108.3529,-7.27576,0.228536,229.9499,350,Breksi_dan_Piroklastik_Tua,2,4,Buruk
1074,108.1275,-7.27209,0.12099,229.9499,350,Breksi_Gunung_Api,2,9,Buruk
1075,108.1325,-7.27209,0.12099,209.9543,350,Breksi_Gunung_Api,1,8,Buruk
1076,108.1375,-7.27209,0.12099,189.9586,350,Breksi_Gunung_Api,2,8,Buruk
1077,108.1426,-7.27209,0.094103,169.963,350,Breksi_Gunung_Api,1,8,Buruk
1078,108.1476,-7.27209,0.094103,169.963,350,Breksi_Gunung_Api,1,8,Buruk
1079,108.1826,-7.27209,0.094103,149.9673,350,Breksi_dan_Piroklastik_Muda,1,7,Baik
1080,108.1876,-7.27209,0.12099,169.963,350,Breksi_dan_Piroklastik_Muda,1,7,Baik
1081,108.1926,-7.27209,0.147876,169.963,350,Breksi_dan_Piroklastik_Muda,1,6,Baik
1082,108.1976,-7.27209,0.201649,169.963,350,Breksi_dan_Piroklastik_Muda,1,6,Buruk
1083,108.2027,-7.27209,0.255422,169.963,350,Breksi_dan_Piroklastik_Muda,1,7,Buruk
1084,108.2077,-7.27209,0.309195,189.9586,350,Breksi_dan_Piroklastik_Tua,2,7,Buruk
1085,108.2127,-7.27209,0.362969,189.9586,350,Breksi_dan_Piroklastik_Tua,3,7,Buruk
1086,108.2577,-7.27209,0.497401,269.9412,350,Breksi_dan_Piroklastik_Tua,3,8,Buruk
1087,108.2627,-7.27209,0.497401,289.9369,350,Breksi_dan_Piroklastik_Tua,4,8,Buruk
1088,108.2678,-7.27209,0.497401,289.9369,350,Breksi_dan_Piroklastik_Tua,3,8,Buruk
1089,108.2728,-7.27209,0.497401,289.9369,350,Breksi_dan_Piroklastik_Tua,2,8,Buruk
1090,108.2778,-7.27209,0.497401,289.9369,350,Breksi_dan_Piroklastik_Tua,2,8,Buruk
1091,108.2828,-7.27209,0.497401,289.9369,350,Breksi_dan_Piroklastik_Tua,3,8,Buruk
1092,108.2878,-7.27209,0.497401,289.9369,350,Breksi_dan_Piroklastik_Tua,3,8,Buruk
1093,108.2928,-7.27209,0.497401,269.9412,350,Breksi_dan_Piroklastik_Tua,3,7,Buruk
1094,108.2978,-7.27209,0.497401,269.9412,350,Breksi_dan_Piroklastik_Tua,2,7,Buruk
1095,108.3028,-7.27209,0.470515,249.9456,350,Breksi_dan_Piroklastik_Tua,2,6,Buruk
1096,108.3128,-7.27209,0.416742,229.9499,350,Breksi_dan_Piroklastik_Tua,2,6,Baik
1097,108.3278,-7.27209,0.336082,209.9543,350,Breksi_dan_Piroklastik_Tua,2,5,Buruk
1098,108.3329,-7.27209,0.309195,209.9543,350,Breksi_dan_Piroklastik_Tua,2,5,Buruk
1099,108.3379,-7.27209,0.282309,209.9543,350,Breksi_dan_Piroklastik_Tua,2,5,Buruk
1100,108.3379,-7.27209,0.282309,209.9543,350,Breksi_dan_Piroklastik_Tua,2,5,Buruk
1101,108.3429,-7.27209,0.255422,229.9499,350,Breksi_dan_Piroklastik_Tua,2,5,Buruk
1102,108.3479,-7.27209,0.255422,229.9499,350,Breksi_dan_Piroklastik_Tua,2,5,Buruk
1103,108.3529,-7.27209,0.228536,229.9499,350,Breksi_dan_Piroklastik_Tua,2,4,Buruk
1104,108.1275,-7.26842,0.147876,249.9456,350,Breksi_Gunung_Api,2,9,Buruk
1105,108.1325,-7.26842,0.147876,229.9499,350,Breksi_dan_Piroklastik_Muda,2,9,Buruk
1106,108.1375,-7.26842,0.147876,209.9543,350,Breksi_dan_Piroklastik_Muda,2,8,Buruk
1107,108.1426,-7.26842,0.12099,189.9586,350,Breksi_dan_Piroklastik_Muda,2,8,Buruk
1108,108.1976,-7.26842,0.228536,189.9586,350,Breksi_dan_Piroklastik_Muda,2,7,Buruk
1109,108.2027,-7.26842,0.282309,189.9586,350,Breksi_dan_Piroklastik_Muda,1,7,Buruk
1110,108.2077,-7.26842,0.336082,189.9586,350,Breksi_dan_Piroklastik_Muda,1,7,Buruk
1111,108.2127,-7.26842,0.389855,189.9586,350,Breksi_dan_Piroklastik_Tua,3,7,Buruk
1112,108.2527,-7.26842,0.524288,269.9412,350,Breksi_dan_Piroklastik_Tua,3,9,Buruk
1113,108.2577,-7.26842,0.524288,289.9369,350,Breksi_dan_Piroklastik_Tua,3,9,Buruk
1114,108.2627,-7.26842,0.524288,289.9369,350,Breksi_dan_Piroklastik_Tua,3,9,Buruk
1115,108.2678,-7.26842,0.524288,289.9369,350,Breksi_dan_Piroklastik_Tua,3,9,Buruk
1116,108.2728,-7.26842,0.524288,309.9325,350,Breksi_dan_Piroklastik_Tua,3,9,Buruk
1117,108.2778,-7.26842,0.524288,309.9325,350,Breksi_dan_Piroklastik_Tua,3,9,Buruk
1118,108.2828,-7.26842,0.524288,289.9369,350,Breksi_dan_Piroklastik_Tua,3,9,Buruk
1119,108.2878,-7.26842,0.524288,289.9369,350,Breksi_dan_Piroklastik_Tua,2,8,Buruk
1120,108.2928,-7.26842,0.524288,289.9369,350,Breksi_dan_Piroklastik_Tua,3,8,Buruk
1121,108.2978,-7.26842,0.524288,269.9412,350,Breksi_dan_Piroklastik_Tua,3,7,Buruk
1122,108.3028,-7.26842,0.497401,269.9412,350,Breksi_dan_Piroklastik_Tua,3,6,Buruk
1123,108.3078,-7.26842,0.470515,249.9456,350,Breksi_dan_Piroklastik_Tua,2,6,Buruk
1124,108.3228,-7.26842,0.362969,229.9499,350,Breksi_dan_Piroklastik_Tua,2,6,Buruk
1125,108.3278,-7.26842,0.336082,229.9499,350,Breksi_dan_Piroklastik_Tua,2,6,Buruk
1126,108.3329,-7.26842,0.309195,229.9499,350,Breksi_dan_Piroklastik_Tua,2,6,Buruk
1127,108.3379,-7.26842,0.282309,229.9499,350,Breksi_dan_Piroklastik_Tua,2,6,Buruk
1128,108.3429,-7.26842,0.255422,229.9499,350,Breksi_dan_Piroklastik_Tua,2,5,Buruk
1129,108.3479,-7.26842,0.228536,229.9499,350,Breksi_dan_Piroklastik_Tua,2,5,Buruk
1130,108.3529,-7.26842,0.201649,229.9499,350,Breksi_dan_Piroklastik_Tua,2,5,Buruk
1131,108.1275,-7.26475,0.174763,269.9412,350,Breksi_dan_Piroklastik_Muda,2,9,Buruk
1132,108.1325,-7.26475,0.174763,229.9499,350,Breksi_dan_Piroklastik_Muda,2,9,Buruk
1133,108.1375,-7.26475,0.174763,209.9543,350,Breksi_dan_Piroklastik_Muda,2,8,Buruk
1134,108.1426,-7.26475,0.174763,189.9586,350,Breksi_dan_Piroklastik_Muda,2,8,Buruk
1135,108.1976,-7.26475,0.255422,189.9586,350,Breksi_dan_Piroklastik_Muda,1,7,Buruk
1136,108.2027,-7.26475,0.336082,189.9586,350,Breksi_dan_Piroklastik_Muda,1,7,Buruk
1137,108.2077,-7.26475,0.389855,189.9586,350,Breksi_dan_Piroklastik_Muda,2,7,Buruk
1138,108.2127,-7.26475,0.416742,189.9586,350,Breksi_dan_Piroklastik_Muda,1,7,Buruk
1139,108.2177,-7.26475,0.470515,189.9586,350,Breksi_dan_Piroklastik_Tua,3,8,Buruk
1140,108.2527,-7.26475,0.551174,269.9412,350,Breksi_dan_Piroklastik_Tua,4,9,Buruk
1141,108.2577,-7.26475,0.551174,289.9369,350,Breksi_dan_Piroklastik_Tua,3,9,Buruk
1142,108.2627,-7.26475,0.551174,289.9369,350,Breksi_dan_Piroklastik_Tua,3,10,Buruk
1143,108.2678,-7.26475,0.551174,309.9325,350,Breksi_dan_Piroklastik_Tua,3,9,Buruk
1144,108.2728,-7.26475,0.551174,309.9325,350,Breksi_dan_Piroklastik_Tua,3,9,Buruk
1145,108.2778,-7.26475,0.551174,309.9325,350,Breksi_dan_Piroklastik_Tua,3,9,Buruk
1146,108.2828,-7.26475,0.551174,309.9325,350,Breksi_dan_Piroklastik_Tua,3,9,Buruk
1147,108.2878,-7.26475,0.551174,289.9369,350,Breksi_dan_Piroklastik_Tua,2,8,Buruk
1148,108.2928,-7.26475,0.551174,289.9369,350,Breksi_dan_Piroklastik_Tua,3,8,Buruk
1149,108.2978,-7.26475,0.524288,269.9412,350,Breksi_dan_Piroklastik_Tua,3,7,Buruk
1150,108.3028,-7.26475,0.497401,269.9412,350,Breksi_dan_Piroklastik_Tua,3,7,Buruk
1151,108.3078,-7.26475,0.470515,249.9456,350,Breksi_dan_Piroklastik_Tua,3,7,Buruk
1152,108.3128,-7.26475,0.443628,249.9456,350,Breksi_dan_Piroklastik_Tua,2,7,Buruk
1153,108.3178,-7.26475,0.416742,249.9456,350,Breksi_dan_Piroklastik_Tua,2,7,Buruk
1154,108.3178,-7.26475,0.416742,249.9456,350,Breksi_dan_Piroklastik_Tua,2,7,Buruk
1155,108.3228,-7.26475,0.362969,229.9499,350,Breksi_dan_Piroklastik_Tua,2,6,Buruk
1156,108.3278,-7.26475,0.336082,229.9499,350,Breksi_dan_Piroklastik_Tua,2,6,Buruk
1157,108.3329,-7.26475,0.309195,229.9499,350,Breksi_dan_Piroklastik_Tua,2,6,Buruk
1158,108.3379,-7.26475,0.282309,229.9499,350,Breksi_dan_Piroklastik_Tua,2,6,Buruk
1159,108.3379,-7.26475,0.282309,229.9499,350,Breksi_dan_Piroklastik_Tua,2,6,Buruk
1160,108.3429,-7.26475,0.255422,229.9499,350,Breksi_dan_Piroklastik_Tua,2,6,Buruk
1161,108.3479,-7.26475,0.228536,229.9499,350,Breksi_dan_Piroklastik_Tua,2,5,Buruk
1162,108.3529,-7.26475,0.201649,229.9499,350,Breksi_dan_Piroklastik_Tua,2,5,Buruk
1163,108.1275,-7.26109,0.201649,269.9412,350,Breksi_dan_Piroklastik_Muda,2,9,Buruk
1164,108.1325,-7.26109,0.201649,249.9456,350,Breksi_dan_Piroklastik_Muda,2,9,Buruk
1165,108.1375,-7.26109,0.201649,229.9499,350,Breksi_dan_Piroklastik_Muda,2,9,Buruk
1166,108.1426,-7.26109,0.201649,209.9543,350,Breksi_dan_Piroklastik_Muda,2,9,Buruk
1167,108.1876,-7.26109,0.201649,189.9586,350,Breksi_dan_Piroklastik_Muda,1,6,Buruk
1168,108.1976,-7.26109,0.309195,189.9586,350,Breksi_dan_Piroklastik_Muda,1,7,Buruk
1169,108.2027,-7.26109,0.362969,189.9586,350,Breksi_dan_Piroklastik_Muda,1,7,Buruk
1170,108.2077,-7.26109,0.416742,189.9586,350,Breksi_dan_Piroklastik_Tua,2,7,Buruk
1171,108.2127,-7.26109,0.470515,189.9586,350,Breksi_dan_Piroklastik_Tua,2,7,Buruk
1172,108.2177,-7.26109,0.497401,189.9586,350,Breksi_dan_Piroklastik_Tua,2,7,Buruk
1173,108.2577,-7.26109,0.551174,289.9369,350,Breksi_dan_Piroklastik_Tua,3,9,Buruk
1174,108.2627,-7.26109,0.551174,289.9369,350,Breksi_dan_Piroklastik_Tua,3,10,Buruk
1175,108.2678,-7.26109,0.551174,309.9325,350,Breksi_dan_Piroklastik_Tua,4,11,Buruk
1176,108.2728,-7.26109,0.551174,309.9325,350,Breksi_dan_Piroklastik_Tua,3,10,Buruk
1177,108.2778,-7.26109,0.578061,309.9325,350,Breksi_dan_Piroklastik_Tua,3,10,Buruk
1178,108.2928,-7.26109,0.578061,289.9369,350,Breksi_dan_Piroklastik_Tua,3,8,Buruk
1179,108.2978,-7.26109,0.551174,269.9412,350,Breksi_dan_Piroklastik_Tua,3,8,Buruk
1180,108.3028,-7.26109,0.524288,269.9412,350,Breksi_dan_Piroklastik_Tua,3,8,Buruk
1181,108.3078,-7.26109,0.497401,269.9412,350,Breksi_dan_Piroklastik_Tua,3,7,Buruk
1182,108.3128,-7.26109,0.470515,249.9456,350,Breksi_dan_Piroklastik_Tua,2,7,Buruk
1183,108.3178,-7.26109,0.416742,249.9456,350,Breksi_dan_Piroklastik_Tua,1,7,Buruk
1184,108.3178,-7.26109,0.416742,249.9456,350,Breksi_dan_Piroklastik_Tua,1,7,Buruk
1185,108.3278,-7.26109,0.336082,229.9499,350,Breksi_dan_Piroklastik_Tua,2,6,Buruk
1186,108.3329,-7.26109,0.309195,229.9499,350,Breksi_dan_Piroklastik_Tua,3,6,Buruk
1187,108.3379,-7.26109,0.282309,229.9499,350,Breksi_dan_Piroklastik_Tua,2,6,Buruk
1188,108.3379,-7.26109,0.282309,229.9499,350,Breksi_dan_Piroklastik_Tua,2,6,Buruk
1189,108.3429,-7.26109,0.255422,229.9499,350,Breksi_dan_Piroklastik_Tua,2,6,Buruk
1190,108.3479,-7.26109,0.228536,229.9499,350,Breksi_dan_Piroklastik_Tua,2,5,Buruk
1191,108.3529,-7.26109,0.201649,229.9499,350,Breksi_dan_Piroklastik_Tua,2,5,Buruk
1192,108.1275,-7.25742,0.228536,289.9369,350,Breksi_dan_Piroklastik_Muda,3,10,Buruk
1193,108.1325,-7.25742,0.228536,249.9456,350,Breksi_dan_Piroklastik_Muda,3,9,Buruk
1194,108.1375,-7.25742,0.228536,229.9499,350,Breksi_dan_Piroklastik_Muda,2,9,Buruk
1195,108.1876,-7.25742,0.228536,189.9586,350,Breksi_dan_Piroklastik_Muda,2,6,Buruk
1196,108.1976,-7.25742,0.336082,189.9586,350,Breksi_dan_Piroklastik_Muda,1,7,Buruk
1197,108.2027,-7.25742,0.389855,189.9586,350,Breksi_dan_Piroklastik_Tua,2,7,Buruk
1198,108.2077,-7.25742,0.443628,189.9586,350,Breksi_dan_Piroklastik_Tua,2,7,Buruk
1199,108.2127,-7.25742,0.497401,189.9586,350,Breksi_dan_Piroklastik_Tua,2,7,Buruk
1200,108.2177,-7.25742,0.524288,189.9586,350,Breksi_dan_Piroklastik_Tua,1,7,Buruk
1201,108.2577,-7.25742,0.578061,289.9369,350,Breksi_dan_Piroklastik_Tua,4,10,Buruk
1202,108.2627,-7.25742,0.578061,289.9369,350,Breksi_dan_Piroklastik_Tua,4,11,Buruk
1203,108.2778,-7.25742,0.604948,309.9325,350,Breksi_dan_Piroklastik_Tua,3,10,Buruk
1204,108.3128,-7.25742,0.497401,249.9456,350,Breksi_dan_Piroklastik_Tua,2,7,Buruk
1205,108.3178,-7.25742,0.443628,249.9456,350,Breksi_dan_Piroklastik_Tua,2,7,Buruk
1206,108.3329,-7.25742,0.336082,229.9499,350,Breksi_dan_Piroklastik_Tua,3,7,Buruk
1207,108.3379,-7.25742,0.282309,229.9499,350,Breksi_dan_Piroklastik_Tua,2,6,Buruk
1208,108.3429,-7.25742,0.255422,229.9499,350,Breksi_dan_Piroklastik_Tua,2,6,Buruk
1209,108.3479,-7.25742,0.228536,229.9499,350,Breksi_dan_Piroklastik_Tua,1,6,Buruk
1210,108.3529,-7.25742,0.201649,229.9499,350,Breksi_dan_Piroklastik_Tua,2,5,Buruk
1211,108.1275,-7.25375,0.255422,289.9369,350,Breksi_dan_Piroklastik_Muda,3,10,Buruk
1212,108.1325,-7.25375,0.255422,269.9412,350,Breksi_dan_Piroklastik_Muda,3,10,Buruk
1213,108.1375,-7.25375,0.255422,229.9499,350,Breksi_dan_Piroklastik_Muda,2,9,Buruk
1214,108.1426,-7.25375,0.255422,209.9543,350,Breksi_dan_Piroklastik_Muda,2,9,Buruk
1215,108.1826,-7.25375,0.201649,189.9586,350,Breksi_dan_Piroklastik_Muda,2,7,Buruk
1216,108.1876,-7.25375,0.255422,189.9586,350,Breksi_dan_Piroklastik_Muda,2,7,Buruk
1217,108.1926,-7.25375,0.309195,189.9586,350,Breksi_dan_Piroklastik_Muda,1,7,Buruk
