FID,x,y,lineament_dens,drainage_dens,curah_hujan,litologi,slope,elevasi,potensi
377,108.1325,-7.40053,0.497401,189.9586,250,Batuan_Sedimen,2,5,Baik
378,108.1375,-7.40053,0.524288,189.9586,250,Batuan_Sedimen,3,6,Baik
379,108.1426,-7.40053,0.551174,169.963,250,Batuan_Sedimen,2,6,Baik
380,108.1476,-7.40053,0.578061,169.963,250,Batuan_Sedimen,1,6,Baik
381,108.1526,-7.40053,0.604948,169.963,250,Batuan_Sedimen,1,6,Baik
382,108.1576,-7.40053,0.604948,189.9586,250,Batuan_Sedimen,1,6,Baik
383,108.1626,-7.40053,0.631834,189.9586,250,Batuan_Sedimen,2,5,Baik
384,108.1676,-7.40053,0.631834,189.9586,250,Batuan_Sedimen,1,5,Baik
385,108.1726,-7.40053,0.631834,189.9586,250,Batuan_Sedimen,2,5,Baik
386,108.1776,-7.40053,0.604948,189.9586,250,Batuan_Sedimen,3,4,Baik
387,108.1826,-7.40053,0.578061,189.9586,250,Breksi_dan_Piroklastik_Muda,1,4,Baik
388,108.1876,-7.40053,0.551174,209.9543,250,Breksi_dan_Piroklastik_Muda,2,5,Buruk
389,108.3128,-7.40053,0.443628,249.9456,250,Batuan_Sedimen,2,7,Baik
390,108.3178,-7.40053,0.443628,249.9456,250,Batuan_Sedimen,3,7,Baik
391,108.3228,-7.40053,0.416742,249.9456,250,Batuan_Sedimen,3,6,Baik
392,108.3278,-7.40053,0.389855,249.9456,250,Batuan_Sedimen,3,5,Baik
393,108.3329,-7.40053,0.362969,269.9412,250,Batuan_Sedimen,2,5,Baik
394,108.3379,-7.40053,0.336082,249.9456,250,Batuan_Sedimen,3,4,Buruk
395,108.3429,-7.40053,0.309195,249.9456,250,Batuan_Sedimen,2,5,Buruk
396,108.1325,-7.39686,0.497401,189.9586,250,Batuan_Sedimen,2,6,Baik
397,108.1375,-7.39686,0.497401,169.963,250,Batuan_Sedimen,1,6,Baik
398,108.1426,-7.39686,0.524288,169.963,250,Batuan_Sedimen,2,6,Baik
399,108.1476,-7.39686,0.551174,169.963,250,Batuan_Sedimen,1,6,Baik
400,108.1526,-7.39686,0.551174,169.963,250,Batuan_Sedimen,1,6,Baik
401,108.1576,-7.39686,0.578061,189.9586,250,Batuan_Sedimen,2,6,Baik
402,108.1626,-7.39686,0.578061,189.9586,250,Batuan_Sedimen,2,5,Baik
403,108.1676,-7.39686,0.578061,189.9586,250,Breksi_dan_Piroklastik_Tua,2,5,Baik
404,108.1726,-7.39686,0.578061,189.9586,250,Batuan_Sedimen,2,5,Baik
405,108.1776,-7.39686,0.551174,189.9586,250,Batuan_Sedimen,2,5,Baik
406,108.1826,-7.39686,0.524288,209.9543,250,Alluvial,1,4,Baik
407,108.1876,-7.39686,0.497401,209.9543,250,Breksi_dan_Piroklastik_Muda,2,5,Buruk
408,108.1926,-7.39686,0.443628,209.9543,250,Breksi_dan_Piroklastik_Muda,3,5,Buruk
409,108.3178,-7.39686,0.416742,229.9499,250,Batuan_Sedimen,3,6,Baik
410,108.3228,-7.39686,0.389855,249.9456,250,Batuan_Sedimen,2,5,Baik
411,108.3429,-7.39686,0.282309,229.9499,250,Batuan_Sedimen,2,5,Buruk
412,108.1325,-7.39319,0.470515,169.963,250,Batuan_Sedimen,2,6,Baik
413,108.1375,-7.39319,0.470515,169.963,250,Batuan_Sedimen,1,6,Baik
414,108.1426,-7.39319,0.497401,169.963,250,Batuan_Sedimen,1,6,Baik
415,108.1476,-7.39319,0.524288,169.963,250,Breksi_dan_Piroklastik_Tua,1,6,Baik
416,108.1776,-7.39319,0.497401,209.9543,250,Breksi_Gunung_Api,1,5,Baik
417,108.1826,-7.39319,0.470515,209.9543,250,Breksi_Gunung_Api,1,4,Baik
418,108.1876,-7.39319,0.443628,209.9543,250,Breksi_dan_Piroklastik_Muda,1,5,Buruk
419,108.1926,-7.39319,0.389855,209.9543,250,Breksi_dan_Piroklastik_Muda,2,5,Buruk
420,108.1976,-7.39319,0.336082,209.9543,250,Breksi_dan_Piroklastik_Muda,2,5,Buruk
421,108.3228,-7.39319,0.362969,229.9499,250,Batuan_Sedimen,2,5,Baik
422,108.3429,-7.39319,0.255422,229.9499,250,Batuan_Sedimen,2,5,Buruk
423,108.1826,-7.38952,0.416742,209.9543,250,Breksi_Gunung_Api,2,4,Buruk
424,108.1876,-7.38952,0.362969,209.9543,250,Breksi_Gunung_Api,1,5,Buruk
425,108.1926,-7.38952,0.336082,209.9543,250,Breksi_dan_Piroklastik_Muda,1,5,Buruk
426,108.1976,-7.38952,0.282309,209.9543,250,Breksi_dan_Piroklastik_Muda,1,5,Buruk
427,108.2027,-7.38952,0.255422,209.9543,250,Breksi_dan_Piroklastik_Muda,2,5,Buruk
428,108.3329,-7.38952,0.282309,209.9543,250,Batuan_Sedimen,1,5,Buruk
429,108.3379,-7.38952,0.282309,209.9543,250,Batuan_Sedimen,2,4,Buruk
430,108.3429,-7.38952,0.255422,209.9543,250,Batuan_Sedimen,3,4,Buruk
431,108.1876,-7.38585,0.309195,209.9543,250,Breksi_Gunung_Api,1,5,Buruk
432,108.1926,-7.38585,0.282309,209.9543,250,Breksi_Gunung_Api,1,5,Buruk
433,108.1976,-7.38585,0.228536,209.9543,250,Breksi_dan_Piroklastik_Muda,1,5,Buruk
434,108.2027,-7.38585,0.201649,209.9543,250,Breksi_dan_Piroklastik_Muda,2,5,Buruk
435,108.3379,-7.38585,0.255422,189.9586,250,Batuan_Sedimen,2,4,Buruk
436,108.3429,-7.38585,0.228536,189.9586,250,Batuan_Sedimen,2,4,Buruk
437,108.1926,-7.38218,0.228536,209.9543,250,Breksi_Gunung_Api,1,5,Buruk
438,108.1976,-7.38218,0.201649,209.9543,250,Breksi_Gunung_Api,1,5,Buruk
439,108.2027,-7.38218,0.147876,209.9543,250,Breksi_Gunung_Api,1,5,Buruk
440,108.2878,-7.38218,0.255422,169.963,250,Breksi_dan_Piroklastik_Muda,2,5,Baik
441,108.2928,-7.38218,0.282309,169.963,250,Breksi_dan_Piroklastik_Muda,1,5,Baik
442,108.2978,-7.38218,0.282309,169.963,250,Breksi_dan_Piroklastik_Muda,2,5,Baik
443,108.3028,-7.38218,0.309195,169.963,250,Breksi_dan_Piroklastik_Muda,2,4,Baik
444,108.3429,-7.38218,0.228536,189.9586,250,Batuan_Sedimen,1,4,Buruk
445,108.1926,-7.37851,0.201649,209.9543,250,Breksi_Gunung_Api,1,5,Buruk
446,108.2027,-7.37851,0.12099,189.9586,250,Breksi_Gunung_Api,1,5,Buruk
447,108.2878,-7.37851,0.255422,169.963,250,Breksi_dan_Piroklastik_Muda,1,5,Baik
448,108.2928,-7.37851,0.255422,169.963,250,Breksi_dan_Piroklastik_Muda,1,5,Baik
449,108.2978,-7.37851,0.282309,169.963,250,Breksi_dan_Piroklastik_Muda,1,5,Baik
450,108.3028,-7.37851,0.282309,169.963,250,Breksi_dan_Piroklastik_Muda,2,4,Baik
451,108.3078,-7.37851,0.309195,169.963,250,Breksi_dan_Piroklastik_Muda,2,5,Baik
452,108.1576,-7.37484,0.309195,209.9543,250,Breksi_Gunung_Api,2,6,Baik
453,108.1876,-7.37484,0.201649,209.9543,250,Breksi_Gunung_Api,2,5,Buruk
454,108.2878,-7.37484,0.255422,149.9673,250,Breksi_dan_Piroklastik_Muda,1,5,Baik
455,108.2928,-7.37484,0.255422,149.9673,250,Breksi_dan_Piroklastik_Muda,2,5,Baik
456,108.2978,-7.37484,0.282309,149.9673,250,Breksi_dan_Piroklastik_Muda,2,5,Baik
457,108.3028,-7.37484,0.282309,149.9673,250,Breksi_dan_Piroklastik_Muda,1,5,Baik
458,108.3078,-7.37484,0.309195,149.9673,250,Breksi_dan_Piroklastik_Muda,2,5,Baik
459,108.1526,-7.37117,0.255422,209.9543,350,Breksi_Gunung_Api,1,6,Baik
460,108.1576,-7.37117,0.255422,209.9543,350,Breksi_Gunung_Api,1,6,Baik
461,108.2928,-7.37117,0.282309,149.9673,250,Breksi_dan_Piroklastik_Muda,2,5,Baik
462,108.2978,-7.37117,0.282309,149.9673,250,Breksi_dan_Piroklastik_Muda,1,5,Baik
463,108.3028,-7.37117,0.309195,149.9673,250,Breksi_dan_Piroklastik_Muda,2,5,Baik
464,108.3078,-7.37117,0.309195,149.9673,250,Breksi_dan_Piroklastik_Tua,1,5,Baik
465,108.1426,-7.3675,0.201649,209.9543,350,Breksi_Gunung_Api,1,6,Baik
466,108.1476,-7.3675,0.201649,209.9543,350,Breksi_Gunung_Api,1,6,Baik
467,108.1526,-7.3675,0.228536,209.9543,350,Breksi_Gunung_Api,1,6,Baik
468,108.1576,-7.3675,0.228536,209.9543,350,Breksi_Gunung_Api,1,6,Baik
469,108.2928,-7.3675,0.282309,149.9673,250,Breksi_dan_Piroklastik_Muda,2,5,Baik
470,108.2978,-7.3675,0.309195,149.9673,250,Breksi_dan_Piroklastik_Muda,2,5,Baik
471,108.3028,-7.3675,0.309195,149.9673,250,Breksi_dan_Piroklastik_Muda,1,5,Baik
472,108.1325,-7.36383,0.147876,209.9543,350,Breksi_Gunung_Api,1,6,Baik
473,108.1375,-7.36383,0.147876,209.9543,350,Breksi_Gunung_Api,1,6,Baik
474,108.1426,-7.36383,0.147876,209.9543,350,Breksi_Gunung_Api,1,6,Baik
475,108.1476,-7.36383,0.174763,209.9543,350,Breksi_Gunung_Api,1,6,Baik
476,108.1526,-7.36383,0.174763,209.9543,350,Breksi_Gunung_Api,1,6,Baik
477,108.1576,-7.36383,0.174763,209.9543,350,Breksi_Gunung_Api,1,6,Baik
478,108.2928,-7.36383,0.309195,149.9673,250,Breksi_dan_Piroklastik_Muda,1,5,Baik
479,108.2978,-7.36383,0.309195,149.9673,250,Breksi_dan_Piroklastik_Muda,2,5,Baik
480,108.3028,-7.36383,0.309195,149.9673,250,Breksi_dan_Piroklastik_Muda,1,5,Baik
481,108.3078,-7.36383,0.336082,149.9673,250,Breksi_dan_Piroklastik_Tua,1,5,Baik
482,108.1275,-7.36017,0.12099,229.9499,350,Breksi_Gunung_Api,1,6,Baik
483,108.1325,-7.36017,0.12099,209.9543,350,Breksi_Gunung_Api,1,6,Baik
484,108.1375,-7.36017,0.12099,209.9543,350,Breksi_Gunung_Api,1,6,Baik
485,108.1426,-7.36017,0.12099,209.9543,350,Breksi_Gunung_Api,1,6,Baik
486,108.1476,-7.36017,0.147876,209.9543,350,Breksi_Gunung_Api,1,6,Baik
487,108.1526,-7.36017,0.147876,209.9543,350,Breksi_Gunung_Api,1,6,Baik
488,108.1576,-7.36017,0.147876,209.9543,350,Breksi_Gunung_Api,1,6,Baik
489,108.2978,-7.36017,0.336082,149.9673,250,Breksi_dan_Piroklastik_Muda,1,5,Baik
490,108.3028,-7.36017,0.336082,149.9673,250,Breksi_dan_Piroklastik_Muda,1,5,Baik
491,108.3078,-7.36017,0.336082,149.9673,250,Breksi_dan_Piroklastik_Tua,1,4,Baik
492,108.1275,-7.3565,0.094103,229.9499,350,Breksi_Gunung_Api,1,6,Baik
493,108.1325,-7.3565,0.094103,229.9499,350,Breksi_Gunung_Api,1,6,Baik
494,108.1375,-7.3565,0.094103,209.9543,350,Breksi_Gunung_Api,2,6,Baik
495,108.1426,-7.3565,0.094103,209.9543,350,Breksi_Gunung_Api,2,6,Baik
496,108.1476,-7.3565,0.094103,209.9543,350,Breksi_Gunung_Api,1,6,Baik
497,108.1526,-7.3565,0.12099,209.9543,350,Breksi_Gunung_Api,2,6,Baik
498,108.1576,-7.3565,0.12099,209.9543,350,Breksi_Gunung_Api,2,6,Baik
499,108.2427,-7.3565,0.04033,149.9673,250,Breksi_Gunung_Api,1,5,Buruk
500,108.2978,-7.3565,0.336082,149.9673,250,Breksi_dan_Piroklastik_Muda,1,5,Baik
501,108.3028,-7.3565,0.336082,149.9673,250,Breksi_dan_Piroklastik_Muda,1,5,Baik
502,108.3078,-7.3565,0.336082,149.9673,250,Breksi_dan_Piroklastik_Tua,1,4,Baik
503,108.1275,-7.35283,0.067216,229.9499,350,Breksi_Gunung_Api,1,6,Baik
504,108.1325,-7.35283,0.067216,209.9543,350,Breksi_Gunung_Api,1,6,Baik
505,108.1375,-7.35283,0.067216,209.9543,350,Breksi_Gunung_Api,1,6,Baik
506,108.1426,-7.35283,0.067216,209.9543,350,Breksi_Gunung_Api,1,6,Baik
507,108.1476,-7.35283,0.094103,209.9543,350,Breksi_Gunung_Api,1,6,Baik
508,108.1526,-7.35283,0.094103,209.9543,350,Breksi_Gunung_Api,1,6,Baik
509,108.1576,-7.35283,0.094103,209.9543,350,Breksi_Gunung_Api,1,6,Baik
510,108.1626,-7.35283,0.094103,209.9543,350,Breksi_Gunung_Api,2,6,Baik
511,108.2377,-7.35283,0.04033,149.9673,350,Breksi_Gunung_Api,1,6,Buruk
512,108.2427,-7.35283,0.067216,169.963,350,Breksi_Gunung_Api,1,5,Buruk
513,108.2477,-7.35283,0.067216,169.963,350,Breksi_Gunung_Api,1,5,Buruk
514,108.2728,-7.35283,0.255422,189.9586,250,Breksi_dan_Piroklastik_Muda,1,5,Buruk
515,108.2778,-7.35283,0.282309,169.963,250,Breksi_dan_Piroklastik_Muda,1,5,Buruk
516,108.2828,-7.35283,0.309195,169.963,250,Breksi_dan_Piroklastik_Muda,1,5,Buruk
517,108.2928,-7.35283,0.336082,149.9673,250,Breksi_dan_Piroklastik_Muda,1,5,Baik
518,108.2978,-7.35283,0.362969,149.9673,250,Breksi_dan_Piroklastik_Muda,1,5,Baik
519,108.3028,-7.35283,0.362969,149.9673,250,Breksi_dan_Piroklastik_Tua,1,5,Baik
520,108.1275,-7.34916,0.04033,229.9499,350,Breksi_Gunung_Api,1,6,Baik
521,108.1325,-7.34916,0.04033,209.9543,350,Breksi_Gunung_Api,1,6,Baik
522,108.1375,-7.34916,0.04033,209.9543,350,Breksi_Gunung_Api,1,6,Baik
523,108.1426,-7.34916,0.04033,209.9543,350,Breksi_Gunung_Api,1,6,Baik
524,108.1476,-7.34916,0.067216,209.9543,350,Breksi_Gunung_Api,2,6,Baik
525,108.1526,-7.34916,0.067216,209.9543,350,Breksi_Gunung_Api,1,6,Baik
526,108.1576,-7.34916,0.067216,209.9543,350,Breksi_Gunung_Api,1,6,Baik
527,108.1626,-7.34916,0.067216,209.9543,350,Breksi_Gunung_Api,1,6,Baik
528,108.2377,-7.34916,0.04033,169.963,350,Breksi_Gunung_Api,1,5,Buruk
529,108.2427,-7.34916,0.067216,169.963,350,Breksi_Gunung_Api,1,5,Buruk
530,108.2477,-7.34916,0.094103,169.963,350,Breksi_Gunung_Api,1,5,Buruk
531,108.2527,-7.34916,0.12099,169.963,350,Breksi_Gunung_Api,1,5,Buruk
532,108.2627,-7.34916,0.201649,189.9586,350,Breksi_dan_Piroklastik_Muda,1,5,Buruk
533,108.2678,-7.34916,0.255422,189.9586,250,Breksi_dan_Piroklastik_Muda,1,5,Buruk
534,108.2728,-7.34916,0.282309,189.9586,250,Breksi_dan_Piroklastik_Muda,1,5,Buruk
535,108.2778,-7.34916,0.309195,189.9586,250,Breksi_dan_Piroklastik_Muda,1,5,Buruk
536,108.2828,-7.34916,0.336082,189.9586,250,Breksi_dan_Piroklastik_Muda,1,5,Buruk
537,108.2878,-7.34916,0.336082,169.963,250,Breksi_dan_Piroklastik_Muda,1,5,Baik
538,108.2928,-7.34916,0.362969,169.963,250,Breksi_dan_Piroklastik_Muda,1,5,Baik
539,108.2978,-7.34916,0.362969,169.963,250,Breksi_dan_Piroklastik_Muda,1,5,Baik
540,108.3028,-7.34916,0.362969,149.9673,250,Breksi_dan_Piroklastik_Tua,1,5,Baik
541,108.3379,-7.34916,0.228536,149.9673,250,Breksi_dan_Piroklastik_Tua,2,3,Buruk
542,108.1275,-7.34549,0.013443,229.9499,350,Breksi_Gunung_Api,1,6,Baik
543,108.1325,-7.34549,0.013443,209.9543,350,Breksi_Gunung_Api,1,6,Baik
544,108.1375,-7.34549,0.04033,209.9543,350,Breksi_Gunung_Api,1,6,Baik
545,108.1426,-7.34549,0.04033,209.9543,350,Breksi_Gunung_Api,1,6,Baik
546,108.1476,-7.34549,0.04033,209.9543,350,Breksi_Gunung_Api,1,6,Baik
547,108.1526,-7.34549,0.04033,209.9543,350,Breksi_Gunung_Api,1,6,Baik
548,108.1576,-7.34549,0.067216,209.9543,350,Breksi_Gunung_Api,1,6,Baik
549,108.1626,-7.34549,0.067216,209.9543,350,Breksi_Gunung_Api,1,6,Baik
550,108.2327,-7.34549,0.04033,169.963,350,Breksi_Gunung_Api,1,5,Buruk
551,108.2377,-7.34549,0.067216,169.963,350,Breksi_Gunung_Api,1,5,Buruk
552,108.2427,-7.34549,0.094103,169.963,350,Breksi_Gunung_Api,1,5,Buruk
553,108.2477,-7.34549,0.12099,169.963,350,Breksi_Gunung_Api,1,5,Buruk
554,108.2527,-7.34549,0.147876,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
555,108.2577,-7.34549,0.201649,189.9586,350,Breksi_dan_Piroklastik_Muda,1,5,Buruk
556,108.2627,-7.34549,0.228536,189.9586,350,Breksi_dan_Piroklastik_Muda,1,5,Buruk
557,108.2678,-7.34549,0.282309,189.9586,350,Breksi_dan_Piroklastik_Muda,2,5,Buruk
558,108.2728,-7.34549,0.309195,189.9586,350,Breksi_dan_Piroklastik_Muda,2,5,Buruk
559,108.2778,-7.34549,0.336082,189.9586,250,Breksi_dan_Piroklastik_Muda,2,5,Buruk
560,108.2828,-7.34549,0.362969,189.9586,250,Breksi_dan_Piroklastik_Muda,2,5,Buruk
561,108.2878,-7.34549,0.362969,189.9586,250,Breksi_dan_Piroklastik_Muda,2,4,Buruk
562,108.2928,-7.34549,0.389855,169.963,250,Breksi_dan_Piroklastik_Muda,2,4,Baik
563,108.2978,-7.34549,0.389855,169.963,250,Breksi_dan_Piroklastik_Muda,3,4,Baik
564,108.3028,-7.34549,0.362969,169.963,250,Breksi_dan_Piroklastik_Tua,3,4,Baik
565,108.3329,-7.34549,0.255422,149.9673,250,Breksi_dan_Piroklastik_Tua,3,3,Buruk
566,108.3379,-7.34549,0.228536,149.9673,250,Breksi_dan_Piroklastik_Tua,2,3,Buruk
567,108.3429,-7.34549,0.201649,149.9673,250,Breksi_dan_Piroklastik_Tua,1,4,Buruk
568,108.3479,-7.34549,0.174763,149.9673,250,Breksi_dan_Piroklastik_Tua,1,4,Buruk
569,108.1275,-7.34182,0.013443,229.9499,350,Breksi_Gunung_Api,1,7,Baik
570,108.1325,-7.34182,0.013443,209.9543,350,Breksi_Gunung_Api,1,7,Baik
571,108.1375,-7.34182,0.013443,209.9543,350,Breksi_Gunung_Api,2,7,Baik
572,108.1426,-7.34182,0.013443,209.9543,350,Breksi_Gunung_Api,2,7,Baik
573,108.1476,-7.34182,0.04033,209.9543,350,Breksi_Gunung_Api,2,7,Baik
574,108.1526,-7.34182,0.04033,209.9543,350,Breksi_Gunung_Api,2,7,Baik
575,108.1576,-7.34182,0.04033,209.9543,350,Breksi_Gunung_Api,2,6,Baik
576,108.2077,-7.34182,0.013443,169.963,350,Breksi_Gunung_Api,1,6,Baik
577,108.2327,-7.34182,0.067216,169.963,350,Breksi_Gunung_Api,1,5,Buruk
578,108.2377,-7.34182,0.094103,169.963,350,Breksi_Gunung_Api,1,5,Buruk
579,108.2427,-7.34182,0.12099,169.963,350,Breksi_Gunung_Api,1,5,Buruk
580,108.2477,-7.34182,0.147876,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
581,108.2527,-7.34182,0.174763,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
582,108.2577,-7.34182,0.228536,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
583,108.2627,-7.34182,0.255422,189.9586,350,Breksi_dan_Piroklastik_Muda,1,5,Buruk
584,108.2678,-7.34182,0.309195,209.9543,350,Breksi_Gunung_Api,1,5,Buruk
585,108.2728,-7.34182,0.336082,209.9543,350,Breksi_Gunung_Api,1,5,Buruk
586,108.2778,-7.34182,0.362969,209.9543,350,Breksi_Gunung_Api,2,5,Buruk
587,108.2828,-7.34182,0.389855,189.9586,350,Breksi_Gunung_Api,1,4,Buruk
588,108.2878,-7.34182,0.389855,189.9586,250,Breksi_dan_Piroklastik_Muda,1,4,Buruk
589,108.2928,-7.34182,0.389855,189.9586,250,Breksi_dan_Piroklastik_Muda,2,4,Buruk
590,108.2978,-7.34182,0.389855,169.963,250,Breksi_dan_Piroklastik_Muda,1,4,Buruk
591,108.3028,-7.34182,0.389855,169.963,250,Breksi_dan_Piroklastik_Tua,1,4,Buruk
592,108.3278,-7.34182,0.282309,169.963,250,Breksi_dan_Piroklastik_Tua,3,4,Buruk
593,108.3329,-7.34182,0.228536,169.963,250,Breksi_dan_Piroklastik_Tua,2,4,Buruk
594,108.3379,-7.34182,0.201649,149.9673,250,Breksi_dan_Piroklastik_Tua,1,4,Buruk
595,108.3429,-7.34182,0.174763,149.9673,250,Breksi_dan_Piroklastik_Tua,2,3,Buruk
596,108.3429,-7.34182,0.174763,149.9673,250,Breksi_dan_Piroklastik_Tua,2,3,Buruk
597,108.3479,-7.34182,0.174763,149.9673,250,Breksi_dan_Piroklastik_Tua,2,3,Buruk
598,108.3529,-7.34182,0.147876,149.9673,250,Breksi_dan_Piroklastik_Tua,2,3,Buruk
599,108.1275,-7.33815,0.013443,229.9499,350,Breksi_Gunung_Api,1,7,Baik
600,108.1325,-7.33815,0.013443,209.9543,350,Breksi_Gunung_Api,1,7,Baik
601,108.1375,-7.33815,0.013443,209.9543,350,Breksi_Gunung_Api,2,7,Baik
602,108.1426,-7.33815,0.013443,209.9543,350,Breksi_Gunung_Api,2,7,Baik
603,108.1476,-7.33815,0.013443,209.9543,350,Breksi_Gunung_Api,2,7,Baik
604,108.1526,-7.33815,0.013443,209.9543,350,Breksi_Gunung_Api,2,7,Baik
605,108.2027,-7.33815,0.013443,189.9586,350,Breksi_Gunung_Api,1,6,Baik
606,108.2077,-7.33815,0.013443,189.9586,350,Breksi_Gunung_Api,1,6,Buruk
607,108.2127,-7.33815,0.013443,169.963,350,Breksi_Gunung_Api,1,6,Buruk
608,108.2277,-7.33815,0.04033,169.963,350,Breksi_Gunung_Api,1,5,Buruk
609,108.2327,-7.33815,0.067216,169.963,350,Breksi_Gunung_Api,1,5,Buruk
610,108.2377,-7.33815,0.12099,169.963,350,Breksi_Gunung_Api,1,5,Buruk
611,108.2427,-7.33815,0.147876,169.963,350,Breksi_Gunung_Api,1,5,Buruk
612,108.2477,-7.33815,0.174763,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
613,108.2527,-7.33815,0.201649,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
614,108.2577,-7.33815,0.255422,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
615,108.2627,-7.33815,0.282309,209.9543,350,Breksi_Gunung_Api,1,5,Buruk
616,108.2678,-7.33815,0.336082,209.9543,350,Breksi_Gunung_Api,2,5,Buruk
617,108.2728,-7.33815,0.362969,209.9543,350,Breksi_Gunung_Api,1,5,Buruk
618,108.2778,-7.33815,0.389855,209.9543,350,Breksi_Gunung_Api,2,5,Buruk
619,108.2828,-7.33815,0.389855,209.9543,350,Breksi_Gunung_Api,2,4,Buruk
620,108.2878,-7.33815,0.416742,189.9586,350,Breksi_dan_Piroklastik_Muda,2,4,Buruk
621,108.2928,-7.33815,0.416742,189.9586,350,Breksi_dan_Piroklastik_Muda,2,4,Buruk
622,108.2978,-7.33815,0.416742,189.9586,350,Breksi_dan_Piroklastik_Muda,2,4,Buruk
623,108.3028,-7.33815,0.389855,189.9586,250,Breksi_dan_Piroklastik_Tua,2,4,Buruk
624,108.3128,-7.33815,0.362969,169.963,250,Breksi_dan_Piroklastik_Tua,2,4,Buruk
625,108.3178,-7.33815,0.336082,169.963,250,Breksi_dan_Piroklastik_Tua,3,4,Buruk
626,108.3228,-7.33815,0.309195,169.963,250,Breksi_dan_Piroklastik_Tua,3,4,Buruk
627,108.3278,-7.33815,0.282309,169.963,250,Breksi_dan_Piroklastik_Tua,2,4,Buruk
628,108.3329,-7.33815,0.228536,169.963,250,Breksi_dan_Piroklastik_Tua,1,4,Buruk
629,108.3379,-7.33815,0.201649,169.963,250,Breksi_dan_Piroklastik_Tua,1,3,Buruk
630,108.3429,-7.33815,0.174763,169.963,250,Breksi_dan_Piroklastik_Tua,1,3,Buruk
631,108.3429,-7.33815,0.174763,169.963,250,Breksi_dan_Piroklastik_Tua,1,3,Buruk
632,108.3479,-7.33815,0.147876,149.9673,250,Breksi_dan_Piroklastik_Tua,1,3,Buruk
633,108.3529,-7.33815,0.147876,149.9673,250,Breksi_dan_Piroklastik_Tua,1,3,Buruk
634,108.1275,-7.33447,0.013443,229.9499,350,Breksi_Gunung_Api,1,7,Baik
635,108.1325,-7.33447,0.013443,209.9543,350,Breksi_Gunung_Api,2,7,Baik
636,108.1375,-7.33447,0.013443,209.9543,350,Breksi_Gunung_Api,2,7,Baik
637,108.1426,-7.33447,0.013443,209.9543,350,Breksi_Gunung_Api,1,7,Baik
638,108.1476,-7.33447,0.013443,209.9543,350,Breksi_Gunung_Api,2,7,Baik
639,108.1526,-7.33447,0.013443,209.9543,350,Breksi_Gunung_Api,1,7,Buruk
640,108.2027,-7.33447,0.013443,189.9586,350,Breksi_Gunung_Api,1,6,Baik
641,108.2077,-7.33447,0.013443,189.9586,350,Breksi_Gunung_Api,1,6,Buruk
642,108.2127,-7.33447,0.013443,189.9586,350,Breksi_Gunung_Api,1,6,Buruk
643,108.2177,-7.33447,0.013443,169.963,350,Breksi_Gunung_Api,1,6,Buruk
644,108.2227,-7.33447,0.04033,169.963,350,Breksi_Gunung_Api,1,5,Buruk
645,108.2427,-7.33447,0.174763,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
646,108.2477,-7.33447,0.201649,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
647,108.2527,-7.33447,0.255422,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
648,108.2577,-7.33447,0.282309,189.9586,350,Breksi_Gunung_Api,1,5,Buruk
649,108.2627,-7.33447,0.309195,209.9543,350,Breksi_Gunung_Api,1,5,Buruk
650,108.2678,-7.33447,0.362969,209.9543,350,Breksi_Gunung_Api,1,5,Buruk
651,108.2728,-7.33447,0.389855,209.9543,350,Breksi_Gunung_Api,2,5,Buruk
652,108.2778,-7.33447,0.416742,209.9543,350,Breksi_Gunung_Api,3,4,Baik
653,108.2828,-7.33447,0.416742,209.9543,350,Breksi_Gunung_Api,3,4,Buruk
654,108.2878,-7.33447,0.443628,209.9543,350,Breksi_Gunung_Api,2,4,Buruk
655,108.2928,-7.33447,0.443628,189.9586,350,Breksi_dan_Piroklastik_Tua,3,4,Buruk
656,108.2978,-7.33447,0.416742,189.9586,350,Breksi_dan_Piroklastik_Tua,3,4,Buruk
657,108.3028,-7.33447,0.416742,189.9586,350,Breksi_dan_Piroklastik_Tua,2,4,Buruk
658,108.3078,-7.33447,0.389855,189.9586,350,Breksi_dan_Piroklastik_Tua,2,4,Buruk
659,108.3128,-7.33447,0.362969,189.9586,350,Breksi_dan_Piroklastik_Tua,2,4,Buruk
660,108.3178,-7.33447,0.336082,189.9586,350,Breksi_dan_Piroklastik_Tua,2,4,Buruk
661,108.3228,-7.33447,0.309195,189.9586,350,Breksi_dan_Piroklastik_Tua,2,4,Buruk
662,108.3278,-7.33447,0.282309,169.963,250,Breksi_dan_Piroklastik_Tua,1,4,Buruk
663,108.3329,-7.33447,0.228536,169.963,250,Breksi_dan_Piroklastik_Tua,2,4,Buruk
664,108.3379,-7.33447,0.201649,169.963,250,Breksi_dan_Piroklastik_Tua,1,3,Buruk
665,108.3429,-7.33447,0.174763,169.963,250,Breksi_dan_Piroklastik_Tua,2,3,Buruk
